"","animal_id_intake","intake_type","intake_condition","time_in_shelter_days","animal_type","sex_upon_intake","age_upon_intake_(years)","age_upon_intake_age_group","breed","color","outcome_type","age","time_in_shelter_months","time_in_shelter_weeks","binary","trinary","fixed_or_not"
"16859","A687548","Stray","Normal",0,"Dog","Male",1,"(-0.025, 2.5]","Tibetan Terrier Mix","Black","Return to Owner",1,0,0,0,"under_one_month","Fixed"
"16860","A687549","Stray","Normal",0,"Cat","Male",0.0767123287671233,"(-0.025, 2.5]","Domestic Shorthair Mix","Blue Tabby","Transfer",0.1,0,0,0,"under_one_month","Intact"
"16861","A687555","Stray","Normal",4,"Dog","Female",1,"(-0.025, 2.5]","Papillon","Gold","Adoption",1,0,1,0,"under_one_month","Intact"
"16862","A687557","Stray","Normal",4,"Dog","Female",4,"(2.5, 5.0]","Labrador Retriever Mix","Yellow","Return to Owner",4,0,1,0,"under_one_month","Intact"
"16863","A687564","Stray","Normal",0,"Dog","Male",5,"(2.5, 5.0]","Catahoula Mix","Tricolor","Return to Owner",5,0,0,0,"under_one_month","Fixed"
"16864","A687604","Stray","Injured",0,"Cat","Male",4,"(2.5, 5.0]","Domestic Shorthair Mix","Black","Euthanasia",4,0,0,0,"under_one_month","Intact"
"16865","A687613","Owner Surrender","Normal",2,"Dog","Male",0.164383561643836,"(-0.025, 2.5]","Chihuahua Shorthair","Brown","Adoption",0.2,0,0,0,"under_one_month","Intact"
"16866","A687615","Stray","Normal",14,"Dog","Female",1,"(-0.025, 2.5]","Australian Kelpie","Black","Adoption",1,0,2,0,"under_one_month","Intact"
"16867","A687637","Stray","Normal",1,"Cat","Female",0.410958904109589,"(-0.025, 2.5]","Domestic Shorthair Mix","Tortie","Euthanasia",0.4,0,0,0,"under_one_month","Intact"
"16868","A687663","Stray","Normal",0,"Cat","Male",0.0383561643835617,"(-0.025, 2.5]","Domestic Shorthair Mix","Orange Tabby","Transfer",0,0,0,0,"under_one_month","Intact"
"16869","A687675","Stray","Normal",5,"Dog","Male",1,"(-0.025, 2.5]","Australian Cattle Dog Mix","Brown","Adoption",1,0,1,0,"under_one_month","Intact"
"16870","A687691","Stray","Nursing",0,"Cat","Unknown",0.00547945205479452,"(-0.025, 2.5]","Domestic Shorthair Mix","Black","Transfer",0,0,0,0,"under_one_month","Unknown"
"16871","A687726","Stray","Normal",0,"Cat","Male",0.0575342465753425,"(-0.025, 2.5]","Domestic Shorthair Mix","Blue","Transfer",0.1,0,0,0,"under_one_month","Intact"
"16872","A687748","Stray","Injured",0,"Dog","Female",0.73972602739726,"(-0.025, 2.5]","Labrador Retriever Mix","Yellow","Euthanasia",0.7,0,0,0,"under_one_month","Intact"
"16873","A687750","Owner Surrender","Normal",4,"Cat","Female",0.164383561643836,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Adoption",0.2,0,1,0,"under_one_month","Intact"
"16874","A687758","Owner Surrender","Normal",3,"Dog","Female",3,"(2.5, 5.0]","Pit Bull Mix","Brown Brindle","Transfer",3,0,0,0,"under_one_month","Fixed"
"16875","A687781","Stray","Normal",2,"Dog","Female",1,"(-0.025, 2.5]","Pit Bull Mix","Blue","Return to Owner",1,0,0,0,"under_one_month","Fixed"
"16876","A687790","Stray","Normal",19,"Dog","Male",1,"(-0.025, 2.5]","Chihuahua Shorthair Mix","Brown","Transfer",1,1,3,1,"one_month","Intact"
"16877","A687800","Owner Surrender","Normal",14,"Dog","Male",3,"(2.5, 5.0]","Dachshund","White","Adoption",3,0,2,0,"under_one_month","Intact"
"16878","A687802","Stray","Normal",4,"Dog","Female",0.904109589041096,"(-0.025, 2.5]","Chihuahua Longhair Mix","Tricolor","Adoption",0.9,0,1,0,"under_one_month","Intact"
"16879","A687811","Stray","Normal",4,"Dog","Male",0.246575342465753,"(-0.025, 2.5]","Labrador Retriever","Brown","Transfer",0.2,0,1,0,"under_one_month","Intact"
"16880","A687814","Stray","Normal",0,"Cat","Female",0.0575342465753425,"(-0.025, 2.5]","Domestic Shorthair Mix","Calico","Transfer",0.1,0,0,0,"under_one_month","Intact"
"16881","A687827","Stray","Normal",4,"Dog","Male",0.410958904109589,"(-0.025, 2.5]","Pit Bull Mix","Black","Transfer",0.4,0,1,0,"under_one_month","Intact"
"16882","A687887","Owner Surrender","Normal",3,"Cat","Female",0.164383561643836,"(-0.025, 2.5]","Manx Mix","Black","Adoption",0.2,0,0,0,"under_one_month","Intact"
"16883","A687895","Stray","Normal",34,"Dog","Female",2,"(-0.025, 2.5]","American Staffordshire Terrier Mix","Brown","Adoption",2,1,5,1,"one_month","Intact"
"16884","A687927","Stray","Normal",11,"Cat","Male",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Black","Transfer",0.1,0,2,0,"under_one_month","Intact"
"16885","A687935","Stray","Normal",0,"Cat","Male",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Orange Tabby","Transfer",0.1,0,0,0,"under_one_month","Intact"
"16886","A687941","Stray","Normal",0,"Cat","Male",0.0191780821917808,"(-0.025, 2.5]","Domestic Shorthair Mix","Orange Tabby","Transfer",0,0,0,0,"under_one_month","Intact"
"16887","A687949","Stray","Normal",10,"Dog","Male",2,"(-0.025, 2.5]","Australian Kelpie Mix","Black","Adoption",2,0,1,0,"under_one_month","Intact"
"16888","A687952","Stray","Normal",2,"Cat","Female",0.328767123287671,"(-0.025, 2.5]","Domestic Medium Hair Mix","Brown Tabby","Transfer",0.3,0,0,0,"under_one_month","Intact"
"16889","A687965","Owner Surrender","Sick",49,"Cat","Male",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Orange Tabby","Adoption",0.1,2,7,1,"over one month","Intact"
"16890","A687977","Stray","Normal",4,"Dog","Female",1,"(-0.025, 2.5]","Chihuahua Longhair Mix","Chocolate","Adoption",1,0,1,0,"under_one_month","Intact"
"16891","A687986","Owner Surrender","Normal",1,"Dog","Male",4,"(2.5, 5.0]","Pit Bull Mix","White","Adoption",4,0,0,0,"under_one_month","Fixed"
"16892","A687989","Stray","Normal",0,"Cat","Female",0.0575342465753425,"(-0.025, 2.5]","Domestic Shorthair Mix","Calico","Transfer",0.1,0,0,0,"under_one_month","Intact"
"16893","A687998","Owner Surrender","Sick",29,"Cat","Male",0.246575342465753,"(-0.025, 2.5]","Domestic Shorthair Mix","Black","Transfer",0.2,1,4,1,"one_month","Fixed"
"16894","A688012","Stray","Normal",1,"Dog","Male",2,"(-0.025, 2.5]","Boston Terrier Mix","Black","Return to Owner",2,0,0,0,"under_one_month","Intact"
"16895","A688029","Stray","Normal",0,"Cat","Male",0.0383561643835617,"(-0.025, 2.5]","Domestic Shorthair Mix","Orange Tabby","Transfer",0,0,0,0,"under_one_month","Intact"
"16896","A688031","Stray","Normal",1,"Cat","Male",1,"(-0.025, 2.5]","Domestic Shorthair Mix","Orange Tabby","Transfer",1,0,0,0,"under_one_month","Intact"
"16897","A688047","Stray","Nursing",0,"Cat","Unknown",0.0191780821917808,"(-0.025, 2.5]","Domestic Shorthair Mix","Black","Transfer",0,0,0,0,"under_one_month","Unknown"
"16898","A688067","Stray","Normal",1,"Cat","Female",0.410958904109589,"(-0.025, 2.5]","Domestic Shorthair Mix","Torbie","Transfer",0.4,0,0,0,"under_one_month","Intact"
"16899","A688073","Stray","Normal",0,"Cat","Female",10,"(7.5, 10.0]","Domestic Shorthair Mix","Orange Tabby","Euthanasia",10,0,0,0,"under_one_month","Intact"
"16900","A688075","Stray","Feral",22,"Cat","Male",1,"(-0.025, 2.5]","Domestic Shorthair Mix","Orange Tabby","Transfer",1,1,3,1,"one_month","Intact"
"16901","A688076","Stray","Feral",22,"Cat","Male",1,"(-0.025, 2.5]","Domestic Shorthair Mix","Orange Tabby","Transfer",1,1,3,1,"one_month","Intact"
"16902","A688086","Stray","Normal",5,"Cat","Female",2,"(-0.025, 2.5]","Domestic Shorthair Mix","Black","Transfer",2,0,1,0,"under_one_month","Intact"
"16903","A688092","Stray","Normal",5,"Cat","Male",0.0767123287671233,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Transfer",0.1,0,1,0,"under_one_month","Intact"
"16904","A688098","Stray","Normal",4,"Dog","Female",5,"(2.5, 5.0]","Dachshund Wirehair","Black","Adoption",5,0,1,0,"under_one_month","Fixed"
"16905","A688099","Stray","Normal",101,"Cat","Female",0.0767123287671233,"(-0.025, 2.5]","Domestic Shorthair Mix","Tortie","Adoption",0.1,3,14,1,"over one month","Intact"
"16906","A688118","Stray","Normal",32,"Dog","Female",0.0821917808219178,"(-0.025, 2.5]","Chihuahua Shorthair Mix","Tan","Adoption",0.1,1,5,1,"one_month","Intact"
"16907","A688150","Owner Surrender","Normal",2,"Dog","Male",0.246575342465753,"(-0.025, 2.5]","Australian Cattle Dog Mix","Black","Transfer",0.2,0,0,0,"under_one_month","Fixed"
"16908","A688176","Stray","Normal",36,"Dog","Female",2,"(-0.025, 2.5]","Pit Bull Mix","Blue","Euthanasia",2,1,5,1,"one_month","Intact"
"16909","A688205","Stray","Normal",4,"Dog","Female",1,"(-0.025, 2.5]","Havanese Mix","White","Adoption",1,0,1,0,"under_one_month","Intact"
"16910","A688218","Stray","Normal",4,"Dog","Female",5,"(2.5, 5.0]","Australian Cattle Dog Mix","Black","Adoption",5,0,1,0,"under_one_month","Fixed"
"16911","A688220","Owner Surrender","Normal",3,"Dog","Male",0.164383561643836,"(-0.025, 2.5]","Labrador Retriever Mix","Black","Adoption",0.2,0,0,0,"under_one_month","Intact"
"16912","A688226","Stray","Normal",4,"Dog","Female",1,"(-0.025, 2.5]","Chihuahua Shorthair Mix","Tan","Adoption",1,0,1,0,"under_one_month","Intact"
"16913","A688229","Stray","Normal",4,"Dog","Female",0.493150684931507,"(-0.025, 2.5]","Italian Greyhound Mix","Black","Adoption",0.5,0,1,0,"under_one_month","Intact"
"16914","A688244","Public Assist","Normal",5,"Dog","Male",7,"(5.0, 7.5]","Miniature Poodle Mix","Black","Return to Owner",7,0,1,0,"under_one_month","Fixed"
"16915","A688264","Stray","Normal",25,"Dog","Female",1,"(-0.025, 2.5]","Labrador Retriever Mix","Black","Adoption",1,1,4,1,"one_month","Intact"
"16916","A688270","Owner Surrender","Normal",1,"Dog","Male",0.164383561643836,"(-0.025, 2.5]","Chihuahua Shorthair Mix","Brown Brindle","Adoption",0.2,0,0,0,"under_one_month","Intact"
"16917","A688282","Stray","Normal",3,"Dog","Female",0.164383561643836,"(-0.025, 2.5]","Rhod Ridgeback","Red","Return to Owner",0.2,0,0,0,"under_one_month","Intact"
"16918","A688310","Stray","Normal",192,"Dog","Male",2,"(-0.025, 2.5]","Labrador Retriever Mix","Black","Adoption",2,6,27,1,"over one month","Intact"
"16919","A688352","Stray","Injured",17,"Dog","Male",5,"(2.5, 5.0]","Parson Russell Terrier Mix","White","Adoption",5,1,2,1,"one_month","Intact"
"16920","A688401","Owner Surrender","Normal",17,"Dog","Male",3,"(2.5, 5.0]","Cardigan Welsh Corgi Mix","Brown","Transfer",3,1,2,1,"one_month","Intact"
"16921","A688408","Owner Surrender","Normal",16,"Dog","Female",5,"(2.5, 5.0]","Labrador Retriever Mix","Black","Adoption",5,1,2,1,"one_month","Fixed"
"16922","A688415","Stray","Normal",5,"Cat","Female",0.0383561643835617,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Transfer",0,0,1,0,"under_one_month","Intact"
"16923","A688420","Stray","Normal",4,"Dog","Male",0.493150684931507,"(-0.025, 2.5]","Collie Smooth Mix","White","Adoption",0.5,0,1,0,"under_one_month","Fixed"
"16924","A688426","Stray","Normal",1,"Dog","Female",0.493150684931507,"(-0.025, 2.5]","Chesa Bay Retr","Brown","Return to Owner",0.5,0,0,0,"under_one_month","Intact"
"16925","A688478","Stray","Normal",0,"Dog","Male",4,"(2.5, 5.0]","Shih Tzu Mix","Black","Return to Owner",4,0,0,0,"under_one_month","Fixed"
"16926","A688506","Stray","Normal",13,"Dog","Male",1,"(-0.025, 2.5]","Dogo Argentino Mix","White","Adoption",1,0,2,0,"under_one_month","Intact"
"16927","A688511","Stray","Normal",0,"Cat","Unknown",0.00273972602739726,"(-0.025, 2.5]","Domestic Shorthair Mix","Calico","Transfer",0,0,0,0,"under_one_month","Unknown"
"16928","A688517","Stray","Normal",4,"Dog","Male",0.0821917808219178,"(-0.025, 2.5]","Labrador Retriever Mix","Black","Adoption",0.1,0,1,0,"under_one_month","Intact"
"16929","A688541","Stray","Normal",4,"Cat","Female",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Blue Tabby","Transfer",0.1,0,1,0,"under_one_month","Intact"
"16930","A688610","Stray","Normal",2,"Dog","Female",1,"(-0.025, 2.5]","Border Collie Mix","Black","Return to Owner",1,0,0,0,"under_one_month","Fixed"
"16931","A688610","Stray","Normal",2,"Dog","Female",1,"(-0.025, 2.5]","Border Collie Mix","Black","Return to Owner",1,0,0,0,"under_one_month","Intact"
"16932","A688615","Stray","Normal",0,"Cat","Male",0.0575342465753425,"(-0.025, 2.5]","Domestic Shorthair Mix","Black","Transfer",0.1,0,0,0,"under_one_month","Intact"
"16933","A688618","Stray","Sick",23,"Dog","Female",2,"(-0.025, 2.5]","Chihuahua Shorthair Mix","White","Adoption",2,1,3,1,"one_month","Intact"
"16934","A688629","Stray","Nursing",0,"Cat","Male",0.0383561643835617,"(-0.025, 2.5]","Domestic Shorthair Mix","Orange Tabby","Transfer",0,0,0,0,"under_one_month","Intact"
"16935","A688689","Owner Surrender","Normal",1,"Dog","Male",0.410958904109589,"(-0.025, 2.5]","Chihuahua Shorthair Mix","Tan","Transfer",0.4,0,0,0,"under_one_month","Intact"
"16936","A688754","Stray","Normal",19,"Dog","Male",2,"(-0.025, 2.5]","Pit Bull Mix","White","Adoption",2,1,3,1,"one_month","Fixed"
"16937","A688754","Stray","Normal",1,"Dog","Male",1,"(-0.025, 2.5]","Pit Bull Mix","White","Return to Owner",1,0,0,0,"under_one_month","Intact"
"16938","A688784","Owner Surrender","Normal",2,"Dog","Female",0.328767123287671,"(-0.025, 2.5]","Pit Bull Mix","Brown Brindle","Transfer",0.3,0,0,0,"under_one_month","Intact"
"16939","A688787","Stray","Normal",10,"Dog","Male",4,"(2.5, 5.0]","Labrador Retriever","Buff","Transfer",4,0,1,0,"under_one_month","Intact"
"16940","A688805","Stray","Normal",0,"Dog","Male",14,"(12.5, 15.0]","Dachshund Longhair Mix","Red","Return to Owner",14,0,0,0,"under_one_month","Fixed"
"16941","A688806","Public Assist","Normal",13,"Dog","Male",1,"(-0.025, 2.5]","Pit Bull Mix","Brown Brindle","Return to Owner",1,0,2,0,"under_one_month","Fixed"
"16942","A688809","Stray","Normal",5,"Cat","Male",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Blue","Transfer",0.1,0,1,0,"under_one_month","Intact"
"16943","A688818","Stray","Normal",4,"Dog","Male",0.164383561643836,"(-0.025, 2.5]","Beagle Mix","Tricolor","Adoption",0.2,0,1,0,"under_one_month","Intact"
"16944","A688850","Owner Surrender","Normal",2,"Dog","Female",3,"(2.5, 5.0]","Dachshund","White","Adoption",3,0,0,0,"under_one_month","Fixed"
"16945","A688868","Stray","Normal",4,"Dog","Male",0.246575342465753,"(-0.025, 2.5]","Pit Bull Mix","Brown Brindle","Transfer",0.2,0,1,0,"under_one_month","Intact"
"16946","A688910","Stray","Normal",0,"Dog","Female",3,"(2.5, 5.0]","Labrador Retriever","Yellow","Return to Owner",3,0,0,0,"under_one_month","Fixed"
"16947","A688914","Stray","Normal",0,"Dog","Female",2,"(-0.025, 2.5]","Miniature Poodle Mix","White","Return to Owner",2,0,0,0,"under_one_month","Fixed"
"16948","A688918","Stray","Normal",5,"Cat","Female",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","White","Adoption",0.1,0,1,0,"under_one_month","Intact"
"16949","A688930","Stray","Normal",10,"Dog","Male",0.328767123287671,"(-0.025, 2.5]","Black Mouth Cur Mix","Brown","Transfer",0.3,0,1,0,"under_one_month","Intact"
"16950","A688934","Stray","Normal",0,"Dog","Male",3,"(2.5, 5.0]","Rottweiler","Black","Return to Owner",3,0,0,0,"under_one_month","Intact"
"16951","A688937","Owner Surrender","Normal",14,"Dog","Female",1,"(-0.025, 2.5]","Golden Retriever Mix","Yellow","Adoption",1,0,2,0,"under_one_month","Fixed"
"16952","A688940","Stray","Nursing",0,"Cat","Male",0.0383561643835617,"(-0.025, 2.5]","Domestic Shorthair Mix","Blue","Transfer",0,0,0,0,"under_one_month","Intact"
"16953","A688988","Owner Surrender","Normal",2,"Cat","Female",9,"(7.5, 10.0]","Himalayan Mix","Tortie Point","Adoption",9,0,0,0,"under_one_month","Fixed"
"16954","A689018","Stray","Normal",14,"Dog","Female",2,"(-0.025, 2.5]","Great Dane Mix","Black","Adoption",2,0,2,0,"under_one_month","Intact"
"16955","A689019","Stray","Normal",15,"Cat","Male",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Orange Tabby","Adoption",0.1,0,2,0,"under_one_month","Intact"
"16956","A689066","Owner Surrender","Normal",1,"Dog","Female",0.0821917808219178,"(-0.025, 2.5]","Pit Bull","Blue","Transfer",0.1,0,0,0,"under_one_month","Intact"
"16957","A689099","Stray","Injured",33,"Dog","Female",2,"(-0.025, 2.5]","Boxer Mix","White","Euthanasia",2,1,5,1,"one_month","Intact"
"16958","A689107","Stray","Normal",4,"Cat","Male",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Adoption",0.1,0,1,0,"under_one_month","Intact"
"16959","A689120","Stray","Normal",13,"Dog","Male",0.0821917808219178,"(-0.025, 2.5]","Labrador Retriever Mix","Black","Adoption",0.1,0,2,0,"under_one_month","Intact"
"16960","A689146","Stray","Injured",1,"Cat","Female",0.0821917808219178,"(-0.025, 2.5]","Domestic Shorthair Mix","Tortie","Euthanasia",0.1,0,0,0,"under_one_month","Intact"
"16961","A689156","Owner Surrender","Normal",19,"Cat","Female",13,"(12.5, 15.0]","Domestic Shorthair Mix","Blue Tabby","Adoption",13,1,3,1,"one_month","Fixed"
"16962","A689162","Stray","Injured",0,"Cat","Female",0.0575342465753425,"(-0.025, 2.5]","Domestic Shorthair Mix","Black","Transfer",0.1,0,0,0,"under_one_month","Intact"
"16963","A689173","Stray","Normal",0,"Cat","Male",0.0383561643835617,"(-0.025, 2.5]","Domestic Shorthair Mix","Orange Tabby","Transfer",0,0,0,0,"under_one_month","Intact"
"16964","A689187","Owner Surrender","Normal",42,"Dog","Female",12,"(10.0, 12.5]","German Shepherd Mix","Brown","Adoption",12,1,6,1,"one_month","Fixed"
"16965","A689234","Stray","Nursing",1,"Dog","Unknown",0,"(-0.025, 2.5]","Labrador Retriever Mix","Brown","Transfer",0,0,0,0,"under_one_month","Unknown"
"16966","A689243","Stray","Injured",47,"Dog","Female",4,"(2.5, 5.0]","Dogue De Bordeaux Mix","Red","Adoption",4,2,7,1,"over one month","Fixed"
"16967","A689247","Stray","Normal",1,"Cat","Female",1,"(-0.025, 2.5]","Domestic Shorthair Mix","Calico","Transfer",1,0,0,0,"under_one_month","Intact"
"16968","A689263","Stray","Normal",4,"Dog","Male",1,"(-0.025, 2.5]","Miniature Poodle Mix","White","Adoption",1,0,1,0,"under_one_month","Intact"
"16969","A689292","Stray","Normal",1,"Dog","Male",7,"(5.0, 7.5]","Dachshund Longhair Mix","Black","Return to Owner",7,0,0,0,"under_one_month","Fixed"
"16970","A689318","Stray","Normal",27,"Dog","Female",3,"(2.5, 5.0]","American Staffordshire Terrier Mix","Blue","Adoption",3,1,4,1,"one_month","Intact"
"16971","A689320","Stray","Sick",1,"Dog","Male",15,"(12.5, 15.0]","Miniature Schnauzer Mix","Gray","Return to Owner",15,0,0,0,"under_one_month","Fixed"
"16972","A689324","Stray","Normal",11,"Dog","Male",4,"(2.5, 5.0]","Chihuahua Shorthair Mix","Tricolor","Adoption",4,0,2,0,"under_one_month","Intact"
"16973","A689384","Stray","Normal",36,"Dog","Male",0.821917808219178,"(-0.025, 2.5]","Labrador Retriever","Brown Brindle","Adoption",0.8,1,5,1,"one_month","Intact"
"16974","A689448","Stray","Normal",2,"Dog","Female",3,"(2.5, 5.0]","Yorkshire Terrier","Black","Transfer",3,0,0,0,"under_one_month","Intact"
"16975","A689462","Stray","Normal",0,"Cat","Male",0.575342465753425,"(-0.025, 2.5]","Domestic Shorthair Mix","Blue Tabby","Return to Owner",0.6,0,0,0,"under_one_month","Fixed"
"16976","A689463","Stray","Normal",1,"Cat","Unknown",1,"(-0.025, 2.5]","Domestic Shorthair Mix","Brown Tabby","Transfer",1,0,0,0,"under_one_month","Unknown"
"16977","A689469","Stray","Normal",1,"Cat","Male",1,"(-0.025, 2.5]","Domestic Shorthair Mix","Black","Transfer",1,0,0,0,"under_one_month","Intact"
"16978","A689482","Stray","Normal",1,"Dog","Male",7,"(5.0, 7.5]","Pit Bull Mix","Brown","Return to Owner",7,0,0,0,"under_one_month","Fixed"
"16979","A689487","Stray","Normal",4,"Cat","Female",0.164383561643836,"(-0.025, 2.5]","Domestic Shorthair Mix","Calico","Adoption",0.2,0,1,0,"under_one_month","Intact"
"16980","A689501","Stray","Normal",5,"Dog","Male",4,"(2.5, 5.0]","Chinese Crested Mix","Black","Adoption",4,0,1,0,"under_one_month","Fixed"
"16981","A689514","Stray","Normal",4,"Dog","Male",0.821917808219178,"(-0.025, 2.5]","Chihuahua Shorthair Mix","Chocolate","Return to Owner",0.8,0,1,0,"under_one_month","Intact"
"16982","A689516","Stray","Normal",1,"Dog","Male",2,"(-0.025, 2.5]","Shih Tzu Mix","White","Return to Owner",2,0,0,0,"under_one_month","Intact"
"16983","A689521","Stray","Injured",3,"Dog","Female",5,"(2.5, 5.0]","Labrador Retriever Mix","Chocolate","Return to Owner",5,0,0,0,"under_one_month","Intact"
"16984","A689531","Public Assist","Normal",1,"Dog","Female",2,"(-0.025, 2.5]","Labrador Retriever","Black","Return to Owner",2,0,0,0,"under_one_month","Fixed"
